	lat	lon	adder	state	zipcode
318	40.057	-82.9096	Eastonn  4100 Easton Gateway Drive  Columbus	OH	43219
319	35.0888	-89.8021	Germantownn  7825 U.S. Highway 72  Germantown	TN	38138-3906
320	40.6318	-74.3051	Clarkn  1255 Raritan Road Unit 150  Clark	NJ	07066
321	34.0459	-118.258	Downtown Los Angelesn  788 S. Grand Avenue  Los Angeles	CA	90017
322	49.2661	-123.005	North Burnabyn  4420 Lougheed Highway  Burnaby	BC	V5C
323	41.4787	-81.8396	Rocky Rivern  19607 Detroit Road  Rocky River	OH	44116
324	37.1036	-76.4918	Newport Newsn  12090 Jefferson Ave.  Suite 100  Newport News	VA	23606
325	34.7214	-86.5937	Huntsvillen  2501 Memorial Pkwy SW  Huntsville	AL	35801
326	29.7349	-95.5706	Westchasen  11041 Westheimer Rd.  Houston	TX	77042
327	33.9103	-117.851	Brean  3301 Imperial Hwy.  corner Valencia Avenue  Brea	CA	92823
328	33.6463	-117.744	Irvinen  8525 Irvine Center Drive  Irvine	CA	92618
329	30.3902	-86.4202	Destinn  4402 Legendary Drive  Destin	FL	32541
330	32.9989	-96.6986	Citylinen  CityLine DFW  1411 E. Renner Rd.  Richardson	TX	75082
331	48.7436	-122.461	Bellingham Lakewayn  1030 Lakeway Drive  Bellingham	WA	98229
332	40.1549	-74.0561	Spring Lake Walln  1933 State Road 35  Wall	NJ	07719
333	30.3924	-90.0846	Mandevillen  3450 Highway 190  Suite 8  Mandeville	LA	70471
334	32.4442	-93.7269	Shreveportn  1380 E 70th St  Shreveport	LA	71105
335	32.9013	-96.9603	Las Colinasn  6741 N MacArthur Blvd  Irving	TX	75039
336	32.7	-97.413	Fort Worthn  3720 Vision Drive  Fort Worth	TX	76109
337	37.3808	-121.976	Santa Claran  2732 Augustine Drive  Suite 1600  Santa Clara	CA	95054
338	42.9547	-71.4764	Bedford New Hampshiren  121 South River Rd  Bedford	NH	03110
339	42.5683	-71.42	Westfordn  160 Littleton Road  Westford	MA	01886
340	38.8629	-77.0546	Pentagon Cityn  520 12th St. South	VA	22202
341	40.7161	-73.9597	Williamsburgn  238 Bedford Ave  Brooklyn	NY	11249
342	44.0503	-123.088	Eugenen  353 E Broadway  Eugene	OR	97401
343	48.4567	-123.377	Victorian  3587 Blanshard St  Victoria	BC	V8Z
344	28.6066	-81.3645	Winter Park Northn  1030 N. Orlando Ave  Winter Park	FL	32789
345	40.5647	-75.562	Allentownn  750 N. Krocks Road  Suite 301  Allentown	PA	18106
346	40.0021	-75.2755	Wynnewoodn  15 East Wynnewood Rd  Wynnewood	PA	19096
347	32.3586	-86.1728	Montgomeryn  1450 Taylor Rd  Montgomery	AL	36117
348	45.4157	-122.662	365 Lake Oswegon  11 S State St.  Lake Oswego	OR	97034
349	30.5341	-97.8184	365 Cedar Parkn  5001 183 Toll Road  Building A Suite 100  Cedar Park	TX	78613
350	34.0221	-118.466	365 Santa Monica Picon  2121 Cloverfield Blvd  Santa Monica	CA	90404
351	37.9741	-122.059	365 Concordn  2085 Diamond Blvd.  Concord	CA	94520
352	41.111	-81.5714	365 Akronn  1745 W. Market Street  Akron	OH	44313
353	33.7921	-84.2845	365 Decaturn  1555 Church St.  Decatur	GA	30030
354	29.8137	-95.3987	365 Independence Heightsn  101 N. Loop W.  Houston	TX	77018
355	33.8284	-118.143	365 Long Beachn  3881 Lakewood Blvd.  Suite A  Long Beach	CA	90808
356	39.9632	-75.1741	Philly Center Cityn  2101 Pennsylvania Avenue  Philadelphia	PA	19130
357	37.9256	-122.017	Ygnacio Valley Roadn  2941 Ygnacio Valley Rd.  Walnut Creek	CA	94598
358	31.8341	-106.548	El Pason  100 Pitt Street  El Paso	TX	79912
359	40.147	-105.129	Longmontn  1250 South Hover Road  Suite 300  Longmont	CO	80501
360	40.7547	-73.9849	Bryant Parkn  1095 Avenue of the Americas  New York	NY	10036
361	40.74	-74.17	Newarkn  633 Broad Street  Newark	NJ	07102
362	40.3461	-80.058	South Hillsn  111 Siena Drive  Upper St. Clair	PA	15241
363	38.9005	-76.9976	H Streetn  600 H Street	DC	20002
364	42.3613	-71.4319	Sudburyn  536 Boston Post Road  Sudbury	MA	01776
365	35.053	-80.7674	Waverlyn  7221 Waverly Walk Ave.  Charlotte	NC	28277
366	38.9692	-76.9366	Riverdale Parkn  6621-B Baltimore Ave  Riverdale Park	MD	20737
367	43.7141	-79.3779	Leasiden  1860 Bayview Ave.  Toronto	ON	M4G
368	37.9776	-84.5287	Lexingtonn  4059 Finn Way  Lexington	KY	40503
369	40.8076	-73.9462	Harlemn  100 W 125th St.  New York	NY	10027
370	33.8854	-84.3148	Chambleen  5001 Peachtree Boulevard  Chamblee	GA	30341
371	33.9982	-84.5901	Kennesawn  1300 Ernest Barrett Parkway  Kennesaw	GA	30144
372	33.3774	-86.8011	Hoovern  3780 Riverchase Village  Hoover	AL	35244
373	40.7273	-111.547	Canyon Cornersn  6598 N Landmark Drive  Park City	UT	84098
374	42.276	-71.7468	Shrewsburyn  193 Boston Turnpike  Shrewsbury	MA	01545
375	35.8336	-78.8827	West Caryn  5055 Arco Street  Cary	NC	27519
376	39.7547	-105.001	Union Stationn  1701 Wewatta Street  Denver	CO	80202
377	40.6864	-73.9784	365 Fort Greenen  292 Ashland Place  Brooklyn	NY	11217
378	25.6733	-80.3235	Dadelandn  7930 SW 104 Street  Miami	FL	33156
379	40.0314	-75.6284	Extonn  175 N. Pottstown Pike  Exton	PA	19341
380	49.3201	-123.071	North Vancouvern  120 East 13th Street  North Vancouver	BC	V7L
381	40.1881	-75.2277	Spring Housen  1111 North Bethlehem Pike  Spring House	PA	19477
382	40.577	-74.5614	Bridgewatern  319 Chimney Rock Road  Bound Brook	NJ	08805
383	35.2206	-80.8463	Uptown Charlotten  400 East Stonewall St.  Charlotte	NC	28202
384	29.6256	-82.3744	Gainesvillen  3490 SW Archer Rd  Gainesville	FL	32608
385	21.2843	-157.839	Queenn  388 Kamakee Street  Suite 100  Honolulu	HI	96814
386	39.0344	-94.5835	Kansas Cityn  301 E. 51st Street  Kansas City	MO	64112
387	34.1217	-117.692	365 Uplandn  2153 W. Baseline Rd.  Upland	CA	91784
388	34.1544	-118.337	Burbankn  3401 West Olive Avenue  Burbank	CA	91505
389	40.0639	-76.3142	Lancastern  1563 Fruitville Pike  Lancaster	PA	17601
390	47.7116	-122.179	Kirklandn  12501 120th Ave NE  Kirkland	WA	98034
391	32.7836	-79.9959	West Ashleyn  1125 Savannah Highway  Charleston	SC	29407
392	38.8803	-77.0053	South Capitol Hilln  101 H St. SE  Washington	DC	20003
393	47.6114	-122.321	Madison Broadwayn  1001 Broadway  Seattle	WA	98122
394	26.5479	-81.841	Fort Myersn  6891 Daniels Pkwy  Suite 100  Fort Myers	FL	33966
395	41.1789	-73.7515	Chappaquan  480 N Bedford Road  Chappaqua	NY	10514
396	33.8506	-84.429	365 Northside Buckheadn  3535 Northside Parkway  Atlanta	GA	30327
397	39.988	-75.4038	Newtownn  3737 West Chester Pike  Newtown Square	PA	19073
398	27.3869	-82.4644	University Stationn  5298 University Parkway  Sarasota	FL	34243
399	41.7489	-88.1997	Napervillen  2607 W. 75th Street  Naperville	IL	60540
400	41.6127	-87.855	Orland Parkn  15260 S. LaGrange Road  Orland Park	IL	60462
401	41.8304	-88.1014	Wheatonn  89 Danada Square East  Wheaton	IL	60189
402	41.8175	-87.9171	Hinsdalen  500 E. Ogden Ave.  Hinsdale	IL	60521
403	41.894	-87.9605	Elmhurstn  215 S. IL Rte 83  Elmhurst	IL	60126
404	41.5192	-87.4705	Scherervillen  199 US HWY 41  Schererville	IN	46375
405	41.8874	-87.8063	River Forestn  7245 Lake St  River Forest	IL	60305
406	42.0424	-88.0368	Schaumburgn  750 N. Martingale Rd.  Schaumburg	IL	60173
407	41.7807	-87.6465	Englewoodn  832 W 63rd Street  Chicago	IL	60621
408	41.8675	-87.6389	South Loopn  1101 S. Canal St  Chicago	IL	60607
409	41.8822	-87.647	West Loopn  1 N. Halsted Street  Chicago	IL	60661
410	41.8916	-87.6207	Streetervillen  255 E. Grand Ave  Chicago	IL	60611
411	41.895	-87.6293	Gold Coastn  30 West Huron St  Chicago	IL	60654
412	41.9087	-87.6526	Lincoln Parkn  1550 N. Kingsbury Street  Chicago	IL	60642
413	41.9252	-87.6534	DePauln  959 West Fullerton Avenue  Chicago	IL	60614
414	26.849	-80.0937	Palm Beach Gardensn  11701 Lake Victoria Gardens Ave  Palm Beach Gardens	FL	33410
415	41.94	-87.6682	Lakeviewn  3201 N. Ashland Avenue  Chicago	IL	60657
416	26.6413	-80.2062	Wellingtonn  2635 State Road 7  Wellington	FL	33414-9372
417	41.9485	-87.6499	Halsted and Wavelandn  3640 N Halsted St  Chicago	IL	60613
418	26.2546	-81.7999	Naplesn  9101 Strada Place  Naples	FL	34108
419	41.8019	-87.588	Hyde Parkn  5118 S. Lake Park Ave  Chicago	IL	60615
420	25.7811	-80.1414	South Beachn  1020 Alton Road  Miami Beach	FL	33139
421	26.7207	-80.0893	West Palm Beachn  1845 Palm Beach Lakes Boulevard  West Palm Beach	FL	33401
422	41.9905	-87.7487	Sauganashn  6020 N Cicero Ave  Chicago	IL	60646
423	42.0475	-87.6795	Downtown Evanstonn  1640 Chicago Ave  Evanston	IL	60201
424	42.1663	-87.8481	Deerfieldn  760 Waukegan Rd  Deerfield	IL	60015
425	42.1065	-87.8007	Northookn  840 Willow Road  Northook	IL	60062
426	42.1596	-88.044	Kildeern  20281 N Rand Road  Kildeer	IL	60074
427	39.9992	-86.1312	Carmeln  14598 Clay Terrace Blvd.  Carmel	IN	46032
428	39.9146	-86.139	Eighty-Sixth St.n  1300 E. 86th St.  Indianapolis	IN	46240
429	39.7684	-86.1517	Downtown Indianapolisn  320 E. Market St.  Indianapolis	IN	46204
430	41.699	-86.1856	Mishawakan  4230 Grape Road  Mishawaka	IN	46545-1007
431	41.5985	-93.7597	West Des Moinesn  4100 University Ave Suite #260  West Des Moines	IA	50266
432	41.262	-96.0684	Omahan  10020 Regency Circle  Omaha	NE	68114
433	40.8131	-96.6392	Lincolnn  6055 O Street  Lincoln	NE	68510
434	42.0679	-87.7022	Green Bay Roadn  2748 Green Bay Road  Evanston	IL	60201
435	32.3555	-90.1509	Jacksonn  4500 I-55 North Suite 99  Exit 100  Jackson	MS	39211
436	28.6642	-81.3814	Altamonte Springsn  305 East Altamonte Drive  Suite 1000  Altamonte Springs	FL	32701
437	42.376	-71.1029	Somervillen  45 Beacon Street  Somerville	MA	02143
438	39.5921	-104.962	SouthGlennn  6853 South York Street  Suite 119  Centennial	CO	80122
439	40.9635	-73.8556	Yonkersn  Westchesteru0027s Ridge Hill  1 Ridge Hill Blvd.  Yonkers	NY	10710
440	33.7312	-117.991	Huntington Beachn  7881 Edinger Ave Suite 150  Huntington Beach	CA	92647
441	39.0431	-77.1131	Rockvillen  11355 Woodglen Drive  Rockville	MD	20852
442	42.2411	-87.9437	Vernon Hillsn  851 N. Milwaukee Avenue  Vernon Hills	IL	60061
443	34.1682	-118.597	Woodland Hillsn  21347 Ventura Blvd  Woodland Hills	CA	91364
444	39.5451	-104.943	Highlands Ranchn  9366 S. Colorado Blvd.  Highlands Ranch	CO	80126
445	40.0239	-105.256	Pearln  2905 Pearl St  Boulder	CO	80301
446	40.758	-111.872	Trolley Squaren  544 South 700 East  Salt Lake City	UT	84102
447	30.4638	-84.2704	Tallahasseen  1817 Thomasville Road  Tallahassee	FL	32303
448	40.6257	-111.834	Cottonwood Heightsn  6930 S. Highland Drive  Cottonwood Heights	UT	84121
449	40.3752	-74.0874	Middletownn  471 State Route 35 North  Red Bank	NJ	07701-5036
450	33.3796	-111.93	Tempen  5120 S. Rural Rd  Tempe	AZ	85282
451	34.8636	-111.785	Sedonan  1420 West Hwy. 89A  Sedona	AZ	86336
452	40.352	-74.3095	Marlboron  113 Route 9 South  Marlboro	NJ	07726
453	33.5064	-112.038	Camelbackn  4701 N 20th Street  Phoenix	AZ	85016
454	35.1029	-106.605	Indian School Plazan  2103 Carlisle Boulevard NE  Albuquerque	NM	87110
455	32.2357	-110.922	Speedwayn  3360 E. Speedway Blvd.  Tucson	AZ	85716
456	38.9961	-77.0242	Silver Springn  833 Wayne Ave  Silver Spring	MD	20910
457	33.5439	-117.784	Laguna Beachn  283 Broadway St.  Laguna Beach	CA	92651
458	40.5591	-105.079	Fort Collinsn  2201 S College Ave  Fort Collins	CO	80525
459	38.6222	-90.5155	Town and Countryn  1160 Town and Country Crossing  Town and Country	MO	63017
460	38.6419	-90.2615	Central West Endn  4577 West Pine Blvd  St. Louis	MO	63108
461	38.6271	-90.3479	Gallerian  1601 S. Brentwood Blvd  Saint Louis	MO	63144
462	42.011	-87.825	Park Ridgen  225 W. Touhy Ave  Park Ridge	IL	60068
463	41.9911	-87.6598	Chicago Edgewatern  6009 North Broadway  Chicago	IL	60660
464	41.773	-87.9494	Willowookn  6300 S. Robert Kingery Highway  Willowook	IL	60527
465	26.1535	-80.1178	Fort Lauderdalen  2000 N Federal Hwy  Fort Lauderdale	FL	33305
466	25.772	-80.1891	Downtown Miamin  299 SE 3rd Ave  Miami	FL	33131
467	27.3377	-82.541	Sarasotan  1451 1st Street  Sarasota	FL	34236
468	25.8881	-80.1654	North Miamin  12150 Biscayne Blvd  North Miami	FL	33181
469	42.9786	-78.7958	Buffalon  Northtown Plaza  3139 Sheridan Dr  Amherst	NY	14226
470	44.9431	-92.9299	Woodburyn  305 Radio Drive  Woodbury	MN	55125
471	44.8678	-93.328	Edinan  7401 France Ave S  Edina	MN	55435
472	45.0913	-93.4358	Maple Groven  12201 Elm Creek Blvd N  Maple Grove	MN	55369
473	44.9742	-93.4453	Minnetonkan  1001 Plymouth Road  Minnetonka	MN	55305
474	44.9828	-93.2695	Hennepinn  222 Hennepin Avenue  Minneapolis	MN	55401
475	44.9469	-93.1661	St Pauln  1575 Selby Ave.  St Paul	MN	55104
476	42.7283	-84.453	East Lansingn  2750 E. Grand River Ave.  East Lansing	MI	48823
477	42.2484	-83.758	Cranookn  990 W. Eisenhower Parkway  Ann Arbor	MI	48103
478	42.258	-83.6982	Ann Arborn  3135 Washtenaw Ave  Ann Arbor	MI	48104
479	42.3484	-83.0566	Detroitn  115 Mack Ave.  Detroit	MI	48201
480	42.5468	-83.1942	Birminghamn  2100 East Maple Road  Birmingham	MI	48009
481	42.5293	-83.3632	West Bloomfieldn  7350 Orchard Lake Road  West Bloomfield	MI	48322
482	42.6822	-83.1917	Rochester Hillsn  2918 Walton Blvd  Rochester Hills	MI	48309
483	43.0604	-87.8838	Milwaukeen  2305 N. Prospect Ave  Milwaukee	WI	53211
484	43.0759	-88.0514	Wauwatosan  11100 W. Burleigh Street  Wauwatosa	WI	53222
485	43.0747	-89.4442	Madisonn  3313 University Ave  Madison	WI	53705
486	36.0956	-80.2752	Winston-Salemn  41 Miller Street  Winston-Salem	NC	27104
487	41.7183	-87.6822	Evergreen Parkn  9600 S. Western Ave  Evergreen Park	IL	60805
488	33.7862	-84.3885	Midtown Atlantan  22 14th Street NW  Atlanta	GA	30309
489	44.9477	-93.3222	Lake Calhounn  3060 Excelsior Blvd  Minneapolis	MN	55416
490	41.45	-81.4851	Orange Villagen  50 Wall St  Orange	OH	44122
491	40.5403	-74.3663	Metuchenn  645 Middlesex Avenue  Metuchen	NJ	08840
